順位,ネーム,ルームナンバー,info,登録者数
1082,片衣,406135,弱智人，经常抽风，不建议关注。,"3,837"
1083,花崎宁宁Official,1641117,温柔又强大(˘͈ᵕ ˘͈❀)个人势吸血鬼。眷属群：590267148 ,"3,825"
1084,財部結菜字幕组,14669230,已授权 公式字幕组 字幕组审核群：1095731706 粉丝群：976907226,"3,816"
1085,秋蒂Q,455899334,新人VUP ！19岁。在日本留学！日常事故(*ˉ︶ˉ*)。同传girl实习中！目标3d化上bw！每天直播～,"3,814"
1086,爱情上甘岭,197,夜でもこんにちは！杂食系游戏主播，上甘玲です！,"3,758"
1087,笼妈妈永远喜欢相麻堇,2809226,"<心夜>的开发者,同时也是走沙雕路线的熊系暖男(?)Vup，一般晚上九点开播打电动和杂谈……或者直播开发现场。","3,751"
1088,蜜柑mikan录播组,8309541,私人号蜜柑录播组 都去关注蜜柑Mikan_Channel,"3,750"
1089,Kana_卡娜,2115078,Lucca事务所所属虚拟UP主/替身使者/儿童画画手 Kana！,"3,748"
1090,若月桂-已毕业,317452958,但行好事，莫问前程。,"3,723"
1091,ChaosLive,413923011,ChaosLive官方账号，偶尔出没评论区，喜欢发些有趣的评论怎么叫做DD呢？这是今日的单推啊！,"3,720"
1092,不想吃蛋黄aiw,493608026,493608026,"3,708"
1093,希露-特瓦伊莱特_Channel,4568261, 【月光社（LS）特招生】✙希露卡·特瓦伊莱特✙ 魔女公司所属！✙画师：ice_official ！粉丝群：882717200 ,"3,676"
1094,白井ゆきOfficial,382566562,个人势虚拟Up主：白井ゆき。姐系抖S狐狸少女，还是个新人请多多指教（鞠躬）,"3,676"
1095,霜羽Channel,5336160,是八美肉！爱好是游戏，很想和大家一起玩！公主连接交流群:978080539 担当画师:雨衣石火花,"3,672"
1096,缇娅阿比斯TiaAbyss,4405549,臭打游戏的vup 只播喜欢的 粉丝群289172924 模型画师：@绘愿心伞Channel,"3,670"
1097,染谷杏,1910639,是vomnis一期生杏喵！感谢大家收看！,"3,651"
1098,幽游Yuu,5570510,-Croven教团- 眠气小幽灵网上冲浪中...（网上灵居交友会158942357/883933109）,"3,646"
1099,魔莉亚Maria,9200786,Lucca所属 / Vtuber / 是一只喜欢唱歌打游戏的小恶魔哒哟~,"3,630"
1100,知更ちゃん,7780379,"美しく輝く、みんなの王女様、知更だよ！聊天室646094676/请多指教！
                提问箱：http://www.popiask.cn/Chico_","3,616"
1101,梦雨凌Channel,2002793,玹云社所属，寒烟垂樱 墨雨凌见过阁下。作为游人，作为倾听者，我将记录下我所遇到的人们的故事。那么愿意将你的故事分享给我嘛。,"3,599"
1102,处处Dあの激推,49714069,会长我不要再打公会战了啦！｡ﾟ(ﾟ´Д｀)ﾟ｡,"3,585"
1103,ゆずきチャンネル,472631497,472631497,"3,584"
1104,镜像组_Channel,402370331,是一只虚拟社畜花栗鼠和虚拟指挥官的频道哦。所属幻HOME，魔女公司sp成员，社团粉丝群 951273507 个人粉丝群 856054069,"3,581"
1105,蒼唯ちゃん,626562,这里是超级可爱的美少女蒼唯有栖！无声系vup 妈妈是@五月梅花落 小蒼唯的魔法书苑：1043791779,"3,580"
1106,艾冰Phoenix,8039394,妖灵Project社长。艾冰の妖灵馆：490518584,"3,569"
1107,砂糖_さとう,431573732,呜哇。。又搞砸了。。。主人要手把手教我吗？请多多指教//w// @官方winks事务所,"3,553"
1108,Accesstobia,18265201,"我？一只普普通通的鸽子而已，更视频不存在的，动态区up没错了
                一个超快乐的群：542308719","3,538"
1109,留清月,385614750,QQ粉丝群 960854032 是一只大尾巴狐狸,"3,521"
1110,羽月奏祈悠Official,399546557,啾~常来看看咱啦QAQ～欢迎投喂奶酪nanodesu 审核群：721330903 粉丝群：947397578,"3,507"
1111,红墨-Official,23777740,是红墨，是个人式，是摄影师，是VUP，不限于VUP，做喜欢的事情，播开心的直播，去好玩的地方。,"3,492"
1112,po芽那,1722094, ⌯'ㅅ'⌯唱自己喜欢的歌 感谢收听！ 网易云@poyana_ -魔女公司Project- ,"3,478"
1113,小雀香奈_Official,506074310,雀雀这么可爱 不关注关注吗 欢迎来群里交流（QQ）：173704338 Twitter@KosuzumeKana,"3,474"
1114,清露イクナOfficial,400618295,400618295,"3,457"
1115,Saki_chan,6045104,ruarua! 我家打工仔@棗崎NatsumeSaki ,"3,455"
1116,琴南和希Channel,28772651,美乐斯的虚拟魔法师和希酱！来自阿伦教堂，正在走遍世界寻找一位走失的少女，顺便拯救世界！企鹅粉丝群548127361,"3,426"
1117,澪Official,477937555,"澪酱刚刚诞生,还需要大家的多多支持哦~为了大家和社团,澪酱也会更加努力的呢！欢迎联动哦~~~~粉丝群:984069068","3,425"
1118,小南莓Official,488006873,南京传媒学院官方虚拟主播小南莓是也~官方粉丝群：894133265,"3,413"
1119,花咲みやび搬运,494436795,"holostars一期生花咲雅 非官方搬运
                审核群长期吃人：833280193
                粉丝群：952302831","3,399"
1120,雪奈酱Channel,29274472,咱是来自未来3359年未来牧场的奶牛哦，欢迎来牧场里玩，未来牧场群822680496,"3,384"
1121,DrKurono,41806,故障系主播,"3,378"
1122,账号已注销,490587202,490587202,"3,373"
1123,炽玖Seraph,8944774,"万物皆有影，唯光之影，锢于黯——Killed Cock Robin

                个人势vup，PlutoCharon所属。

                爱发电，不恰饭。","3,364"
1124,狐悠悠Official,6734445,被忽悠怎么啦，油豆腐-1而已嘛！毕竟我也不是什么恶魔......(๑•̀ㅁ•́ฅ)欢迎加入悠哉神社：695405440 ,"3,336"
1125,林梦仙,5073,其实我是狐狸呀！！,"3,329"
1126,鹤森Mori,558070435,鹤家独女，年芳十八。以歌为剑，叱咤天涯。,"3,319"
1127,Mr13Charila,143681547,我是VUP和UP主一体机的Charila，可以叫我老夏鸭~ 希望可以一直开开心心的，我的聊天群：701811028,"3,305"
1128,莓露莎Official,628276383,<P.K.S所属>社畜＆保姆，应援群号：1135943445,"3,290"
1129,初霜Shimo,743603,EGOLIVE所属，名为初霜的个人势虚拟雪貂！妈妈是@最poi的Nia～摸鱼群642625022，今后也请一直喜欢貂宝！,"3,268"
1130,白麻Hakuma,429983758,加把劲（,"3,267"
1131,清流今天摸了吗,275529510,"己离开，请使用私信功能敲敲清流

                「ValhallaCulb英灵殿×海风视联Kaifuu」这里是伊欧凯！带你走进气象的世界！
              ","3,258"
1132,白羽铃虎-channel-,549256707,妈咪，保护费交了没？聊天群：827033626 棉花糖：https://www.popiask.cn/rintora,"3,239"
1133,腾心Official,481694509,小龙很菜。 闲聊群982844890,"3,219"
1134,萧箬薇channel,1631724,"粉丝群:542236572
              ","3,215"
1135,星月千雪Channel,29530957,"粉丝群群号：519177513
                出道预备中~（时不时偷偷播一哈）","3,194"
1136,Ruby_呜哔うび,107600,vup画师，80+位虚拟主播崽崽的画师妈妈，约稿可以加约稿群or私信嘻嘻，稿费低于四位数不动笔0x0///呜哔=ruby=うび,"3,181"
1137,Pino的虫小屋,369455661,偶像部字幕组Pino组，欢迎各种有能man的加入，工作群790779686。生肉请移步@AYAYA白組搬運工。,"3,168"
1138,橘九Official,429285255,··· ,"3,157"
1139,惺忪喵Xingsongmiao,359080356,"官方微博@Winks事务所 Q群：823650720
                真实系vup，最近喜欢csgo
                和我一起唠嗑吐槽打游戏吧！*٩(๑´∀`๑)ง*","3,152"
1140,晓杰Official,23440058,爱好是看书和听歌 梦想是成为唱见的AI 猛男群：1045641370 个人势 合作请私信,"3,147"
1141,神樂運輸株式會社,278120371,偶像部字幕组下属神乐铃组，欢迎suzu人加入组617528226，粉丝群258881051，不会回答问题可以去690323430,"3,138"
1142,現黄泉_Official,3847985,现黄泉审核群 1076128891 ,"3,124"
1143,切羽Kiriha,531476319,-Croven教团- 不妨不妨，来日方长，君未有恙，我伴霞光,"3,117"
1144,账号已注销,342255393,342255393,"3,115"
1145,水奈浅子,316371,水奈浅子（すいな　あさこ）です。よろしくね。妈妈桑：@原汐prototidron ,"3,092"
1146,奥莉娅Official,513925937,由MCE研究会与V8Live联合运营 粉丝群：645739101 提问邮箱：ennjisama@gmail.com,"3,086"
1147,木曾深渊编程部,224004,存在于另一个高位次元的偶像部字幕组下属木曽あずき分组，粉丝群258881051，工作群838935939。生肉请移步@AYAYA白組搬運工,"3,085"
1148,星川纱露_Official,3511516,个人势/车速过快的善良天使系魅力恶魔/烤箱可颂群：958847036,"3,081"
1149,Mammon咩姆Official,132137127,个人势dd【nature X PlutoCharon经纪人，美少女找我】目标是2k关注!(不是粉丝!是关注!)阴间(budhi)主播只会整活,"3,079"
1150,月野奈奈子Channel,24214302,个人势VUP主奈奈子，是个pro型gamer(大嘘) mhV内最强太刀（大概 )是24k岁的上古恶魔，为解除封印活动 群764359220,"3,058"
1151,凤凰院千夏Official,475570,喜欢唱歌的魔法师罢了，魔法研究院：722303689,"3,051"
1152,冰糯米糍,10207746,"年少有为不自卑，cp吃了一大堆
                vup毕业了，做一些喜欢的事，兼职垃圾bot
              ","3,048"
1153,IMarhive,424488006,424488006,"3,046"
1154,筝筝Sousou,1627014,(๑•́ ₃ ̀๑),"3,044"
1155,毬亚Maria,576858552,◥( *`꒳´ * )◤↝——虚拟打工恶魔安久毬亚，读作AkuMaria！又叫球球！／画师@林大B／所属@Providence企划,"3,043"
1156,东鸟apple,11779171,霸占账号成为白嫖鸽子自闭系vup， 二群：1148284796 ■,"3,029"
1157,虚拟大猩猩烤香蕉推送,11063770,虚拟大猩猩的香蕉烤制(尚未取得授权，有时间就更新),"3,021"
1158,H蓝色大老虎H,3221223,多游戏vup（虽然跑跑玩的比较多），我把视频系列都分类放收藏夹了，小伙伴们可以根据兴趣选择观看,"3,011"
1159,鸣神裁字幕组,236022662,已于2020年7月31日00:25提交注销申请。,"3,010"
1160,若小水吖,33628377,商务合作：bd@pitayax.net 个人邮箱:mengniyo@163.com 微博:若水Ruo_Shui,"3,006"
1161,魔法少女MIGIC_官方,10321614,魔法少女MIGIC是基于虚拟主播等系列视频的剧情向企划。粉丝群645603951。感谢关注！,"3,002"
1162,天秤搬运组,407979432,已授权。粉丝群：521362057,"2,997"
1163,夏川泉Official,8147802,Tourist-V所属的个人势流浪猫，裙号：1142202353,"2,967"
1164,牛卷的翻译牧场,366148091,偶像部字幕组下属牛巻りこ分组，粉丝群258881051，工作群851121008。生肉请移步@AYAYA白組搬運工。（持续摸鱼中）,"2,958"
1165,茧Mayuu,4445968,热爱学习的打工恶魔，想要学习更多人界的知识！ Mayu茶屋1055411024,"2,952"
1166,玉米桐生バトラ玉米,1623445,Fubuki suki？/写故事和发狐狸相关物，偶尔会在动态发迷惑发言，就当看个乐子。,"2,946"
1167,なるはやちゃん成早酱,423747660,我是成早酱!! 我是日本的VTuber!!，粉丝群978286235，工作群1021270023,"2,938"
1168,鲸头鹳枯了,3352418,大家都能有个美好的未来,"2,936"
1169,蓝波Iamb,520945893,-魔女公司 Project-抖s羊，是Lamb,"2,915"
1170,咸鱼味的米粉儿,317470592,个人势vup，米粉儿！【女友FM】每周日6:30更新！裙→ 869842171 投稿邮箱：mff_0w0@163.com,"2,913"
1171,ひま食堂公式,392798297,ひま食堂(hima食堂)官方　来自日本的料理系Vtuber，询问请至：himashokudo@gmail.com,"2,909"
1172,星野Rika_Official,14407544,某天出现在你家的（自称）晴天娃娃，声称为治愈你而生，赖在你家不走。活动无限期停止中。,"2,909"
1173,珠根うた搬运,318581967, 珠根うたChannel搬运【非公式】飞艇商事字幕组：942116892 请多指教！,"2,898"
1174,精灵希尔芙Sylph,442191864,魔女公司project 喜欢希尔芙的歌就请关注我吧,"2,872"
1175,阿修アッシュ,359082339,原WINKS二期生，已毕业。谢谢你，夏天。,"2,870"
1176,芙格Fugo,3358737,这个人很懒,"2,858"
1177,Elo沙,12127504,个人势虚拟网友（?）喜欢手办，本命魔理沙和奇诺（以及各种金发美少年）。只想做想做的事,"2,853"
1178,魔法狐狸伊佐夜_Channel,951976,人外生草系虚拟主播/VUP，是个人势哒~主玩PC和NS游戏，也唱歌啦~求关注！~ LOVE ME PLS ~ ❤,"2,849"
1179,瑟露丝里德,1744395,"到世界的尽头为止。
                Aien所属忙的一批个人势，委托为主的虚拟赏金猎人。
                奇怪的群:211694866","2,835"
1180,Virtual社团SOW,413638423,社团成员活动日历链接:https://teamup.com/ksuytyeaqcsvpgfptp,"2,833"
1181,喑铃忍_Shinobu,3946421,出道准备中,"2,805"
1182,秋天萨摩,4596559,一个兴趣使然的游戏宅，谢谢你的关注,"2,792"
1183,一只机智的兔子icey,10255309,"唱喜欢的，玩喜欢的～佛系个人势Vup。粉丝群：1103136769，唱的歌都在网易云，id同名，是胆小的笨比、游戏力地板
              ","2,785"
1184,御坂万骨坊official,42770455,这里是御坂万骨坊，一条天狗，新人虚拟主播，擅长解密推理类游戏,"2,779"
1185,白夜天存Official,502916449,<ChaosLive> 我叫白夜天存！(#`O′)是个吉尼亚斯（天才）天存猎魔群：1044880558o(￣ヘ￣o＃),"2,776"
1186,猫姬琥珀_nelineli音乐,503801557,"
                你好^^
                我是琥珀(^ ^)JK！！！","2,764"
1187,犬虎真一,214029,末将犬虎真一，作战行动中不慎卷入时空夹缝流落此地，还请多多关照。,"2,757"
1188,静夜夜Channel,20600085,魔女公司的虚拟吸血鬼 静夜夜哒哟 直播呢 基本随缘哟 内容也是随缘哟,"2,757"
1189,玉弓芒,5610435,视频后期/pv师/live2d模型师 meaqua动画制作委员会所属 交流群: 940345921 商业合作qq:2238696671,"2,754"
1190,方长はナビ_Channel,203467567,耶！是个人势的vup方长いはナビ～是一个伟大的社长！来日方长会社社员群：816248868,"2,752"
1191,瑞贝莉亚_Riya,488252627,兔子窝：947044880，你们好呀我是来自瑞贝特星球的兔子，瑞贝莉亚！大家可以喊我莉亚哦 【一紧张就口胡的社恐在此】官方@winks事务所,"2,749"
1192,萝九铃-萝半鸽,12588077,（LBG第一工具人）商单合作请加：1026106670 还有，八六我老婆,"2,733"
1193,明雪九AkeyukiKyuu,32242019,<ChaosLive·S>所属 是只狼狼哦！明雪九的狼窝(粉丝群)：970808053 ,"2,721"
1194,Noah_ノア,2203260,一般路过烤肉man，想找芥末的请搜索@潮留芥末,"2,695"
1195,矢车艾丽卡_Official,448193721,虚拟无忧宫的哲喵王,"2,695"
1196,Note_VTuber搬運,92874801,Virtual Singer - Note:丨聯絡請向組長@SenaRinka_陶音Mano 發私信或郵件丨FILVSS Aster海盜運營,"2,692"
1197,花京院ちえりofficial,441666964,441666964,"2,681"
1198,玛丽苏Malice,353448885,Hello！日本WINKS公司所属的英国虚拟偶像Malice。邮箱：info@winksproduction.com,"2,677"
1199,药药_Official,8314767,你好你好！这里是药药！是个人势的vup!请多指教啦ww绘画相关会比较多(⑉• •⑉),"2,677"
1200,Minicatty,423902976,个人势萌新v。。。萌不萌不知道，但是真的很新的那种。。,"2,665"
1201,星羽Official,681892,个人势✧虚拟高░中░生✧家长群：314166260,"2,653"
1202,魔鬼桑Devil_Tenth,1760361,"所属Virtual Genesis研究所,这里是第Ⅹ代仿生人泰恩斯,代号魔鬼。曾经，生而为人。作为见证者，长存于此。","2,647"
1203,草翦葱Negi,3286364,"自力更生 自强不息
                虚拟收尾人/接活剪辑pv特效/3d学习中/唱力勉强/APEX单排钻石/主机玩家
                现驻于魔女公司Projectsp","2,644"
1204,亚可Ako,601481495,存档：亚可的观测日记// 麻麻B站@ZUU//个人势//群：1138613272//wb@亚可Ako,"2,638"
1205,Bunny_Channel,29104,跑步与自行车！脚踏两条船的运动系可爱UP主！全力备战越野跑中。。。 自闭Q群：864740840,"2,626"
1206,慕泽晴-Channel,268116282,个人势沙雕VDD。［我：~735050969~］ ［摸鱼群(非粉丝)：~459621082］,"2,625"
1207,松果FMatsu,13670449,"少年勇者穿越到现代…并成为了一群孩子的母亲
                失业漫画主笔，Aien男妈妈，喜欢听歌
                vup立绘主接歌势与企业势，约稿qq3419711536","2,612"
1208,奈璐Naru,474856218,超次元nicebody！应援群：832237238、提问箱：https://qa.mrdvh.com,"2,604"
1209,丝佩特Official,10793360,是非男非女的幽灵VUP哒 应援群号1018333249 ,"2,577"
1210,空调灯代official,471678922,来自AfuTech的世界级冒险家黑蔷薇龙空调！今后请多多关照！粉丝群1085739864,"2,577"
1211,鸟咕_ぐうちゃん,142527799,嘿、你发现我啦？只是你普通的沙雕网友而已哦。,"2,570"
1212,夜桜たまofficial,441666957,441666957,"2,561"
1213,于川流丹ChildRue,359082596,AW$L厂牌 ✨虚拟偶像制作人✨虚拟UP✨音乐✨美术✨娱乐✨,"2,558"
1214,夕莉official,8936337,个人势 正在寻找转世の那个人,"2,553"
1215,三日月霗依,11717971,✨泡泡茶会✨废柴游戏系vup！打游戏的是三日月， 卖萌的是霗依给我好好记住哟 QQ群796326150,"2,538"
1216,马叔历史补档组,409689786,是一个长期吃人的非官方无授权腊肉字幕组，更新频率不定，QQ马叔粉丝分部733756206，工作群960407116,"2,527"
1217,HIKARI-Channel,4365322,PopCorner社团所属Vup小光/HIKARI。督促用QQ群：960528656欢迎任何形式的联动，具体请b站私信。,"2,511"
1218,速水静-official,504460731,法医系个人势vup，画师是松尾老师，模型妈妈是MIGGY老师，来自深海的问候，还请多多关照,"2,509"
1219,塔西亚channel,22296560,拉夏贝尔的执政官塔西亚·德·拉夏贝尔，达塔贝斯学员，角色设计：Neps 应援群号：677270914,"2,487"
1220,屠妖琉璃official,550655637,菠萝包～菠萝包～菠萝包夹煤油～suki ₍ᐢ⸝⸝› ̫ ‹⸝⸝ᐢ₎群：1082672715,"2,459"
1221,桃里莲弥Renya,488956972,个人势动态区vup，随缘播。倒下前都是EroS社团全天候值班工具机器。,"2,456"
1222,兴登堡的菲蕾嘉,915387,百分之八十玩COH2的战争游戏vup,"2,452"
1223,PulsarGame,441079300,你好呀~这里是PulsarGame，原游戏工作室，目前正在招募VUP中之人，欢迎各位单推人（dd）单推（d）！粉丝群：862110467,"2,447"
1224,Chiki_MS,396001169,虚拟见习心理咨询师。SOW成员，SOW人狼部部长。偶尔会Q限的群：141076087,"2,445"
1225,祀祀大栗子,7701793,黑崎组的个人势VUP（假）直播跑团画画游戏 微博：双祀果盘 约稿可私信 ，价位看微博.. 交流群865611027,"2,427"
1226,白澄常花Official,5020601,樱城学院学生会的风纪委员。7/23,"2,416"
1227,和遥树奈Project,441828861,VTuber（虚拟YouTuber）和遥树奈Project（キナプロ）官方账号。担当画师：和遥キナ,"2,414"
1228,WACTOR-女仆酱-官方,559908566,日本的VUpper企业WACTOR，也正在准备与Bilibili签署合约！,"2,402"
1229,伊兹イズ,1758397,❤每天只想咸鱼的玛丽苏小公主伊兹，404活动，qq群：335376887～舰长群：1067036156❤,"2,380"
1230,凌三Shiba_Inu,20649174,"个人势 是男的 将来会有男人设
                时而沙雕时而正经 是一只柴犬，拥有狗狗的反应速度，但看见喜欢的东西就会咬住不放，所以经常执着于一件事导致拉胯","2,369"
1231,染崎绿_Official,90820845,您好！Kanae社所属虚拟主播染崎绿，写作/文艺杂谈/创作杂谈/神秘学/占卜。画师：HNO 我很高兴认识您w,"2,369"
1232,清蒸大砸蟹kani,8078438,"个人势vup，15岁少年牧师，偶尔喜欢说怪话。
                想将爱与快乐传播到世界各地，成为大家内心的支柱！
                单推阳向心美。
                粉丝群：716324208","2,363"
1233,WodkaOfficial,191225,是个虚拟主播，运营man 群号：1057215468,"2,355"
1234,芭丝特Channel,2362016,个人势VUP◆机械改造师◆喜欢FPS游戏和单机◆,"2,353"
1235,艾亚灰,2125599,所谓男人啊，就是困境时勇敢的……求饶吧，呼（吐烟）,"2,349"
1236,月夜摸鱼Official,430959179,来自！→Project Sow←番茄们请关注我！！ 番茄群：871323599,"2,339"
1237,露露娜Ruruna,558070434,家庭教师（网瘾富家千金），平时喜欢上门辅导，至于教什么…大概只有当事人才知道吧？？？,"2,319"
1238,羽久藍月夜Official,242012,个人势Vtuber，有很多奇怪的小爱好，感谢你的喜欢。/白衣Project,"2,311"
1239,星谷实花Mika,1427197,-Croven教团- 地雷系の女でも好きって言ってくれる？ ,"2,304"
1240,千代家蒲莉莉搬运,6826308,ぼくをすこらねばです。想做vtuber和光之美少女！欢迎加群242432069,"2,302"
1241,樱井アリス,9286554,不是摸就是在摸的路上。推特：twitter.com/Psy1ALise,"2,301"
1242,无名Couture,8528459,"很丧很丧的一个人
                很穷很穷的一个人
                个人势个人势，基本没怎么播过。
                群：1139612380，嗷呜","2,281"
1243,VOMNIS,406672961,告诉你们个小秘密，官号他活了,"2,263"
1244,w丘丘w,88687,在地球流浪，目标是成为全能外星人。vup录播@一个外星人研究所 研究所交流群：1071033150 ,"2,263"
1245,西困シークン_Channel,535848,夕映结社所属Vup 今天也在DD小男孩 直播通知群：891266657 P站ID：4763818 微博：@西困困困,"2,263"
1246,大刺蛇转播录播组,159577008,（已授权）本号为大刺蛇的b站录播号,"2,262"
1247,巴托利娅Channel,12528239,live2d模型师，如有需要做模型请加粉丝群745285329,"2,252"
1248,佐藤ココ,398764283,佐藤最强！！！我会做有意思的事情！！！Twitter→【@_KokoSato】,"2,250"
1249,兔乃むにゅOfficial,426830342,来自韩国的兔子（频道主要说日语），喜欢吃冰淇淋，日语仍在学习中，请多关照。粉丝群1022999172,"2,239"
1250,飞翔的海豚Channel,33060681,"立绘+模型：冰冻12年的橙子
                浴衣立绘：haku
                夏装立绘：友纪
                拜拜+旋转呆毛动作：马米
                背影立绘：雪鸯兔 背影l2d 马米","2,239"
1251,黑叔叔az,341190,尽量做好吧,"2,238"
1252,図書館noあや_Tourist,209459,"接Live2D模型(支持vtuber和引擎用，全SDK支持),背景图，直播间装饰，你们可以把这里当万事屋来看","2,228"
1253,桜吹雪Channel,18825887,八美肉Vtuber 18×画师 本质香DD VVN家的鬼畜man 喜欢美兔.京华.心心.啊夸.粉丝群1019764203,"2,223"
1254,小漫official,403680417,AFN签约练习生,"2,219"
1255,Creator_Coffee_P,2919301,欢迎各种形式的联动，合作，二次创作 / 录播账号@cocolive / 箱推群 435499691,"2,215"
1256,希普珊瑚剧团,431751211,本剧团由希普国女王帝菲儿注资，特约剧团职业经理人铁皮管理账号。QQ群：592292823,"2,212"
1257,早起喵Official,479591145,关注可加喵Q2390740981喵信zaoqimiao(请备注B站ID)每天⑨点，随机叫早~新个喵势Vup请多多指教喵w,"2,211"
1258,白狼库洛哒,2084003,PopCorner社团个人势VUP库洛，请多指教,"2,207"
1259,樱谷响-纱仓花梨,221039280,-魔女公司project sp-已经是一只鬼狐狸了！ D洞：835304496,"2,201"
1260,猫宫ノル搬运,396728248,猫宫ノル授权搬运一起来单推可爱的小猫（男の娘）吧～✂????✂,"2,201"
1261,星野飛鳥Channel,1700332,隶属DuckDriver的个人势Vup，是卡面来打哒！非专业翻唱人。有个群：876212742,"2,195"
1262,月见小寒Channel,19189768,"【单推不死人不要再问了】
                这里是兴趣使然的人狼个人势Vup，欢迎联动私信，以后请多指教！","2,190"
1263,曲师师,434765561,此账号将长期不再更新~,"2,185"
1264,猫妖爱丽丝拉斐尔,8831648,"总有人得给自己所爱事物的无尽寒冬带来一丝光明
                那么，这个给黑夜带来曙光的人，为什么不能是我呢

                游戏设计专业的可怜猫猫daze！","2,149"
1265,千子立花_Official,27740107,哟！这里是虚拟高中生侦探千子立花，vcoffee所属个人势，希望大家常来照顾我的事务所哟！,"2,139"
1266,日和朝奈,12706482,Duckdriver卡面来打decade(雾)个人势 群号：498581068,"2,136"
1267,Jason同学,11809053,"学习交流群：1080698244
                个人势VUP，不靠谱的地理老师
                严重咕咕爱好者，直播随缘，投稿随缘，但热爱宝可梦的初心不不变！","2,132"
1268,海猫umi,808682,私は誰？,"2,126"
1269,白小雪_Official,6856415,【雨林社所属Vup】爷是来自纽约的虚拟up鸭！警告＋会混乱使用三国语言。粉丝群：610862431。直播号：白小雪直播队长。,"2,122"
1270,洛茶搬家去猴山嘞,8217442,"今天找到女子力增加的方法了吗？
                目前在b站的活动停止，想看我的可以去别的地方找找我哟！
                妈妈是星野由乃和愁音vhu","2,121"
1271,双葉汐音official,399592717,双葉汐音官方直属运营bilibili频道 粉丝群711865674 ,"2,120"
1272,魔王YALU,178214,"I code, therefore I am. 我摸鱼，我快乐。 『 摸鱼交流群 342386531 』","2,115"
1273,灏夫,34654292,兽人VUP，很软很舒服，每晚7-12点,"2,105"
1274,月见枫Channel,3045240,伪娘系新人vup，请多关照！甘党，家里蹲，游戏废人，直播随机飙车，交流小窝：601467292,"2,100"
1275,抹茶渚Channel,17433861,个人势，一个再普通不过的高中生。,"2,094"
1276,白雪霙Mizore,1934292,✧不满足于现状的咕子，随缘开播 交流群：851944804 平时会有被叫做凌梦~✧有事联系请先私信✓昼伏夜出,"2,092"
1277,蒂蒂媞薇_Official,408490081,闪米社中文虚拟UP主。闪米社具体内容请看 www.flashricestudio.com 画师担当：Do2mi_多拉米 ,"2,082"
1278,影井Caraco搬运组,586585447,影井Caraco授权搬运,"2,074"
1279,甘城なつきOfficial,506261257,506261257,"2,070"
1280,乌姆Umu,15597980,<Virtual Genesis> 被迫参加无限游戏的虚拟外神,"2,067"
1281,伊布莉香,480314438,个人势 随缘直播通知群213981018,"2,066"
1282,琪冰物流-Koki,7899626,<ChaosLive·S>个人势VUP/接受live2D模型委托/分享游戏消息/游戏介绍,"2,058"
1283,祁柒Nya丶,3328498,辣手摧花配音组主创/新人声优／暴走小萝莉／个人势VUP／努力成为哩个隆／微博@祁柒zZ／希望被更多人看到,"2,054"
1284,黑日鱼鱼子_Channel,35148361,男性个鱼势虚拟鱼，不要问人鱼是哪一位。（旧ID：无药可救的黑之夏 旧ID：黑日夏子）,"2,053"
1285,VirloProject,518570441,-VirloProject官方号- 微博同名。合作请私信或2530197348，达利娅人偶馆会客厅：201149112 ,"2,050"
1286,根宝五毛一只,500325920,嘎！,"2,042"
1287,八寻只只official,2683466,egolive所属个人势虚拟主播 ，快乐小天才，是鬼。冒险队群号：813515829 ,"2,039"
1288,紅杯ひぐれ,400718941,中国的各位大家好，我是来自日本的Vtuber（虚拟YOUTUBER），我想要成为你的学妹，如果可以的话能够多多应援我嘛？,"2,024"
1289,莲娜多莲佐Official,405037911,"是改造人八美肉，假面骑士系vup 直播通知群：981963263
                棉花糖https://www.popiask.cn/renna21","2,022"
1290,Ink墨皓喆_Channel,3333821,<ChaosLive·S>随富随贫且欢乐，不开口笑是痴人。 墨皓喆的对久居（群）：724585569,"2,021"
1291,栗花落まり,1881866,个人势vup，来自6666年的人工智障，喜欢打游戏的虚拟动物看护师。ICU重症粉丝监护群：469721014,"2,018"
1292,西木木木栗,353016112,个人摸鱼势/最擅长睡觉/我不想努力了/血包群615782258 ,"2,015"
1293,熊くま喵,3448258,　,"2,013"
1294,舞鹤福冈独自游计划R,143019942,博多弁的美食家VTuber已授权非公式搬运 飞艇商事字幕组：942116892,"2,004"
1295,猫竹りせChannel,15973647, 个人势Vup 技术向Gamer 中山大学电竞部所属 ,"1,996"
1296,招福喵可Official,17855498,宇宙第一可爱的80岁JK偶像！招福喵可！ 粉丝群：915067074 门卡：929,"1,994"
1297,玉兔精果酱sama,94929451,果酱sama玉兔参上！,"1,984"
1298,暗莉斯单推人,309487,"晚上好呀～？
                B站停止活动 搬家去猴山了〈个人势vup〉
                可以去别的地方找找我","1,972"
1299,炸炸毛鲨_罗修channel,204965,人类观测模式下表现为女性。随心所欲的一般白河厨VUP。无用的夜行精神异常不安定BOT。有关你的记忆全然无踪。仿佛未曾相遇于永恒的黑夜里。,"1,965"
1300,奈奈莉娅,489146840,个人势 是个家里蹲 棉花糖提问箱：www.popiask.cn/7sAJUw,"1,963"
1301,小川尚未,393004195,主业摸鱼，副业直播，爱好画画和摆弄Live2D的个人势vup／随缘播，录播请看收藏夹，通知群：347652641，闲聊群：250500486,"1,961"
