順位,ネーム,info,登録者数,登録者変化数
416,空酱Official,523866328,新人空酱仍然实习中QAQ，请多多指教！,"21,109"
417,吉妮Genie,314290795,我是吉妮、欢迎来到我的频道:D，对自己作品要求较高 ，更新较慢一些，还请多多包涵，谢谢~ 粉丝QQ群:313619192,"21,061"
418,月兔华-官方,486618657,WACTOR所属・兔耳新人VUPPER月兔华!希望可以关注，点赞，加入QQ粉丝群哟！官方粉丝群是612779837,"21,011"
419,魔魔マラ,322210278,外星图一乐行为艺术家 清楚妹系VirtuaReal link所属联动势  商务联系：bd@vrp.live,"20,884"
420,Skammy2D_Channel,87655975,出道未半而中道崩殂，技术宅，MC开发者光影作者，众多游戏mod插件作者，游戏区杂食动物主mc其他游戏也玩，不定直播，粉丝群719620181,"20,610"
421,猫猫Official,497430637,"家里蹲超级阿宅宇宙人 猫猫(maomao)
MarbleCreators所属
审核群长期招人：864631323","20,495"
422,四季侦探团活动记录,1302200,"四季豆...四季侦探团搬运组desu！
目前还是海盗噗噜噜噜噜((o(>皿<)o)) !!
","20,268"
423,nanaha_akahoshi,397047629,你好、bilibili的同志諸君！,"20,183"
424,星空monoka,501601746,出自日本的虚拟主播星空monoka(ホシゾラモノカ)官方。粉丝群：695418998  字幕組审,"20,090"
425,Rapha拉法_Official,501659587,facemoe所属 清楚的天使 嘲讽脸光速吐槽役虚拟主播,"19,982"
426,萌新喵Official,22259121,"一个什么都不会的死宅喵！
萌新喵的群：690132415
","19,956"
427,直播中,AI艾灵,一个爱唱歌的AI主播，24小时直播那种。Q群：373884858,"19,942"
428,坂上杏子-YuriTime所属,2142409,你好~我是VUP的杏子哒哟，要来我的QQ群玩哦417474269,"19,869"
429,蒼月エリ搬运组,389349320,HNST蒼月エリ汉化搬运，很高兴有过你的陪伴，生肉搬运@陽向葵的向日葵,"19,837"
430,风华channel,3608875,抱歉了风华，最后还是没能给你个好眠。我搞砸了，事实无法胜利。明明是不想烧到她才说出这些话的，却被利用了。（该账号已停用）,"19,824"
431,直播中,可可ベロス,打枪的旅人，永远的神,"19,780"
432,米蕾優channel,476676325,在日本 个人势VUP<ChaosLive·S> 绘师@tanoki苒佚 群:712698775,"19,743"
433,奶茶啓巳_Ncha-P,78779766,大家好！我是奶茶啓己。  微博@Ncha-P奶茶,"19,678"
434,エイレーン艾琳,94896660,本人です！只是来玩，并不会在这个账号发布视频哦w,"19,653"
435,VA-Luna,2186106,Pengu视频已由@一把近战都不给六花 搬运,"19,611"
436,洛清崖,373263,聊天群：666666590,"19,600"
437,超V学园_白祁Seven,474593912,Zzzz…Z……z………,"19,527"
438,直播中,木苒_Channel,"【个人势VUP】集沙雕与可爱为一体の美少女
和木苒一起恰桃子群号807719919","19,499"
439,月见_tsuki,431311100,"『世界一直在变化 ，结果由我们来决定』
魔法被窝(Q群)：763162163","19,440"
440,咕咕挞Official,3724949,一只鸽子和三个女儿的共同乐园，直播势VUP团队~,"19,408"
441,皮皮梦_official,480420159,绘梦的普通大小姐/小众自由vup/又甜又酷/哼～,"19,402"
442,天界偶像研究社,492392625,hololive四期生天音彼方非公式海盗组 粉丝群959528939,"19,290"
443,苺病くすりOfficial,521287997,"属于你的药 苺病kusuri
MarbleCreators所属 
审核群长期招新：864631323","19,124"
444,吉原凹槽,605336,穷得每天都想办法工作的不虚拟的套皮正经画师。画正经图，做正经视频。一群：637882241二群：1094373030,"19,105"
445,真是怪怪的-,16196589,奇奇怪怪der透明小唱见    微博/网易云/k狗/五婶:真是怪怪的,"19,087"
446,喀秋莎秋明Official,36690170,这里是「Lucca」事务所所属的虚拟UP主喀秋莎·秋明~请多指教！,"19,076"
447,すずにゃと白时雨,1498668,现属个人号，可自行取关与否。以后会不定期直播或投稿vtuber相关不相关视频,"19,045"
448,八乙女Noe_Official,527093412,我是Mea前辈的小弟八乙女Noe哦～！最喜欢吃东西了,"19,042"
449,沐小雪_Official,27322128,百里客栈老板娘  临清狮子猫       群：134102438 质问箱：www.popiask.cn/bili_mxx,"19,028"
450,天羽四叶Official,383079163,个人势vtuber天羽四叶官方账号，目前为止的搬运及剪辑视频已重新上传中请移步：天羽よつは搬运 粉丝群：50302788,"18,905"
451,ココ双语分离研究所,418344164,"桐生ココ非公式海盗组
欢迎加入ココ粉丝群 488360722
顺便也吃人哦 审核群：948257701","18,738"
452,水漠豆腐,7858535,个人势：贫穷的无证护士。粉丝群：764190235  有能MAN专用群：548710676,"18,686"
453,白咲べるofficial,9375210,白咲べる官方账号。字幕组长期吃人，欢迎各位有能力的大佬或是想学习的新人加入！，工作群:755712473，粉丝群:832548321,"18,654"
454,星野由乃Channel,8576944,Live2D模型师 接模型绑骨+原画定制 有意+Q:441577228,"18,649"
455,Dr宇宙治,397179100,治安！※异世界宇宙中学生 个人势※ →录播组：@治星观察站  →超次元学院 & Aien成员  →画师：下野宏铭,"18,606"
456,纸木铗Official,1827106,大家好~我是治愈系虚拟主播纸木铗（jia二声）字幕组审核群1041110701 粉丝群：1047075093,"18,606"
457,猫系少年小焱喵,13201098,这里是小焱，想要联动可以私信哦。,"18,529"
458,心伊齐露-官方,486618656,大家最喜欢的伪娘心伊齐露哟出道三天和富士葵酱一起合作过的备受期待的新人心 伊齐露！官方粉丝群是851770605,"18,478"
459,崇光夜熙,1817276,悦人先悦己,"18,408"
460,卡欧斯_Chaos,628292881,你好地球！我是VirtuaReal的新成员卡欧斯Chaos！商务合作请联系bd@vrp.live （电脑完全看不清）,"18,360"
461,野良喵noracat搬运,288793323,虚拟youtuber野良喵 鼠肉搬运。同好交流：612107520 不限期招收翻译和校对，有意向请加群 nora爱你们哟,"18,240"
462,六神花禄_Channel,25397402,LUCCA所属六神花禄，是一瓶花露水精，梦想是一夜暴富。粉丝群号：870645587 ,"18,123"
463,利维Official,595407556,にじさんじ所属レヴィ・エリファでス！ お父様は魔物 お母様は人間 の亜人だゾウ,"18,107"
464,紫纪Shiki,370687372,您好，我是VirtuaReal所属虚拟大学生紫纪Shiki。粉丝群：1060567210。商务合作邮箱：bd@vrp.live,"18,090"
465,若烨Official,418552243,我是若烨，热爱摸鱼、咕咕，没有前科，大概是个多声类。B站私信看的很少，请去群里找我哦 三群：785926950,"18,089"
466,桜川暁Official,14150553,这里是樱川晓和丰和守共有的联合频道，请大家多多关照。粉丝群：820949069,"17,958"
467,庞小莹Official,406474271,MZ次元所属vup，目标是想要变得更沙雕(｡･∀･)ﾉﾞ【已隐退】,"17,953"
468,紫桃爱音Official,442902274,"谢谢你看!!
我叫 紫桃愛音（しとうあのん）
我是东Vtuber!

欢迎收藏频道。
如果喜欢的话还请给个好评呢
今天也努力吧!","17,849"
469,秋雪琥珀Official,98000698,这里是来自日本的家里蹲狐狸 喜欢玩游戏！ 粉丝群：939629071/894748336 烤肉审核群:688986215,"17,751"
470,竹轮_视频储存处_,397723865,"是竹轮 ちくわ ，一直以来谢谢大家了

组群(啥都不缺了)","17,701"
471,佐娜Official,523922454,"各位房客记得交租～
租客交流群：822676750
MZ箱推群：651914732
【mz次元所属vup】","17,677"
472,白鹭镜Channel_银,69229475,人设BY我自己 直播间7641325 /亲妈微博@头戴胖次银Silver/P站id=銀SilveRoid,"17,674"
473,紫海由爱Official,525105971,我是Fanfun所属的紫海由爱！日语读作Shikai Yue哦~ 字幕审核群995148754粉丝群1035945124请多多关照,"17,562"
474,楠栞桜的雀庄,365308305,有授权。一切发言仅代表雀庄(即本字幕组)立场。,"17,552"
475,花芽姐妹Official,264319276,"这里是热爱FPS游戏的花芽堇和花芽薺姐妹的中国代理官方组，各位请多多指教哦 审核群:620767188 粉丝群:280039058

","17,497"
476,柚一Official,474628506,曾经来过的保安。清号，但还是留下一点做个纪念。大家的二创图文我都下载了永远收着，爱你们。再见～,"17,460"
477,布拉特结束了,31692957,这个账号已经不会再进行更新，请还要看我说故事的老板关注【布拉特-DMN】,"17,448"
478,LunaChannelルナちゃね,504473,闲聊群748601294，邮箱435610049@qq.com,"17,419"
479,尾音猫,3934727,"你们都是我的翅膀，一起加油吧！
群：485666185","17,396"
480,姬熊结璃Official,482515509,哈罗熊〜ʕ•ᴥ•ʔ Re：Act所属Vtuber、来自宇宙的姬熊结璃噢~,"17,386"
481,EricaZehnt_埃莉卡,1480838,*Soy Mana单推man* / 聊天群818833414 / 档期已满 /录播组@埃莉卡的小熊干,"17,351"
482,葉加瀬冬雪搬運組,407044808,彩虹社所属liver葉加瀬冬雪非公式搬运  不定时更新熟肉 组群：866353167（长期招人）观众交流群：874423380,"17,266"
483,魔界之莉莉姆搬运组,4092,魔界之莉莉姆的非公式搬运组（熟肉合集在频道/收藏）交流群：874044452 烤肉群：725152042,"17,264"
484,花铗镜_official,482515504,初次见面，请多关照！我是Re:AcT所属的虚拟艺人花铗镜✂️,"17,224"
485,宗谷いちか創作團,809154,非公式 非官方 無収益 主要从事二次創作 工作群：308056058 あにまーれ????海外應援團：836629287,"17,161"
486,レポ,314422248,314422248,"17,136"
487,天宫心的新人搬运组,488976342,搬运审核群493016307、粉丝群975860808、生肉→天宫心的录像机,"17,105"
488,叶毛毛_Official,920638,"❤个人势/会说粤语/爱呲牙表情包的偶像
❤不想做第一的偶像不是真正的爱抖露
❤梦想是想要很多好吃的粉丝们
❤粉丝群:864782950","17,035"
489,雪城真寻Official,586880204,こんまひ〜！にじさんじの雪城眞尋です！よろしくね！,"17,010"
490,直播中,AO凹,本职画师业余VUP请多指教~p站ID：1248744  http://weibo.com/ultramnnice,"16,945"
491,陆桃Official,431537245,<CodeEcho所属>时差流守夜冠军！,"16,856"
492,直播中,飞鸟穹和黑鸟穹LuxandNox,个人势！治愈天然呆的飞鸟穹、还有脑洞超大的Gamer黑鸟穹，用虚拟的角色带给你真实的快乐。直播视频都做，详见置顶动态。社团：星遥社,"16,845"
